case_id,session_id,event_type,actor,actor_type,title,description,details,status,priority,timestamp,created_at,updated_at
UW-2025-001,SUB-1752418845471-o84w11hk,system_event,System,system,Workflow Started,Submission Processing - UW-2025-001 workflow initiated,"Workflow Type: submission
Case ID: UW-2025-001
Total Steps: 6",completed,medium,2025-07-13T15:00:45.471Z,2025-07-13T15:00:45.482Z,2025-07-13T15:00:45.482Z
UW-2025-001,SUB-1752418845471-o84w11hk,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for extractor,"Agent Type: extractor
Status: started
Progress: 0%",completed,medium,2025-07-13T15:00:47.536Z,2025-07-13T15:00:47.537Z,2025-07-13T15:00:47.537Z
UW-2025-001,SUB-1752418845471-o84w11hk,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",completed,medium,2025-07-13T15:00:51.549Z,2025-07-13T15:00:51.566Z,2025-07-13T15:00:51.566Z
UW-2025-001,SUB-1752418845471-o84w11hk,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 0/6",completed,medium,2025-07-13T15:00:51.568Z,2025-07-13T15:00:51.568Z,2025-07-13T15:00:51.568Z
UW-2025-001,SUB-1752418845471-o84w11hk,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/6",completed,medium,2025-07-13T15:02:56.046Z,2025-07-13T15:02:56.047Z,2025-07-13T15:02:56.047Z
UW-2025-001,SUB-1752418845471-o84w11hk,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions,"Agent Type: sanctions
Status: started
Progress: 0%",completed,medium,2025-07-13T15:02:57.049Z,2025-07-13T15:02:57.050Z,2025-07-13T15:02:57.050Z
UW-2025-001,SUB-1752418845471-o84w11hk,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",completed,medium,2025-07-13T15:03:01.095Z,2025-07-13T15:03:01.096Z,2025-07-13T15:03:01.096Z
UW-2025-001,SUB-1752418845471-o84w11hk,approval_request,System,system,Email Draft Approval Required,Human review required for sanctions review,"Request: Sanctions Check Review
Type: sanctions_review
Status: pending",completed,high,2025-07-13T15:03:01.098Z,2025-07-13T15:03:01.098Z,2025-07-13T15:03:01.098Z
UW-2025-001,SUB-1752418845471-o84w11hk,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/6",completed,medium,2025-07-13T15:03:01.098Z,2025-07-13T15:03:01.098Z,2025-07-13T15:03:01.098Z
UW-2025-001,SUB-1752420103918-tx3fryd5,system_event,System,system,Workflow Started,Submission Processing - UW-2025-001 workflow initiated,"Workflow Type: submission
Case ID: UW-2025-001
Total Steps: 6",completed,medium,2025-07-13T15:21:43.918Z,2025-07-13T15:21:43.924Z,2025-07-13T15:21:43.924Z
UW-2025-001,SUB-1752420103918-tx3fryd5,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for extractor,"Agent Type: extractor
Status: started
Progress: 0%",completed,medium,2025-07-13T15:21:45.953Z,2025-07-13T15:21:45.953Z,2025-07-13T15:21:45.953Z
UW-2025-001,SUB-1752420103918-tx3fryd5,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",completed,medium,2025-07-13T15:21:49.964Z,2025-07-13T15:21:49.967Z,2025-07-13T15:21:49.967Z
UW-2025-001,SUB-1752420103918-tx3fryd5,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 0/6",completed,medium,2025-07-13T15:21:49.970Z,2025-07-13T15:21:49.972Z,2025-07-13T15:21:49.972Z
UW-2025-001,SUB-1752420110832-1ushejaj,system_event,System,system,Workflow Started,Submission Processing - UW-2025-001 workflow initiated,"Workflow Type: submission
Case ID: UW-2025-001
Total Steps: 6",completed,medium,2025-07-13T15:21:50.832Z,2025-07-13T15:21:50.833Z,2025-07-13T15:21:50.833Z
UW-2025-001,SUB-1752420110832-1ushejaj,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for extractor,"Agent Type: extractor
Status: started
Progress: 0%",completed,medium,2025-07-13T15:21:52.858Z,2025-07-13T15:21:52.859Z,2025-07-13T15:21:52.859Z
UW-2025-001,SUB-1752420110832-1ushejaj,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",completed,medium,2025-07-13T15:21:56.873Z,2025-07-13T15:21:56.874Z,2025-07-13T15:21:56.874Z
UW-2025-001,SUB-1752420110832-1ushejaj,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 0/6",completed,medium,2025-07-13T15:21:56.875Z,2025-07-13T15:21:56.875Z,2025-07-13T15:21:56.875Z
UW-2025-001,SUB-1752420110832-1ushejaj,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/6",completed,medium,2025-07-13T15:26:39.038Z,2025-07-13T15:26:39.046Z,2025-07-13T15:26:39.046Z
UW-2025-001,SUB-1752420110832-1ushejaj,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions,"Agent Type: sanctions
Status: started
Progress: 0%",completed,medium,2025-07-13T15:26:40.057Z,2025-07-13T15:26:40.062Z,2025-07-13T15:26:40.062Z
UW-2025-001,SUB-1752420110832-1ushejaj,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",completed,medium,2025-07-13T15:26:44.160Z,2025-07-13T15:26:44.174Z,2025-07-13T15:26:44.174Z
UW-2025-001,SUB-1752420110832-1ushejaj,approval_request,System,system,Email Draft Approval Required,Human review required for sanctions review,"Request: Sanctions Check Review
Type: sanctions_review
Status: pending",completed,high,2025-07-13T15:26:44.176Z,2025-07-13T15:26:44.176Z,2025-07-13T15:26:44.176Z
UW-2025-001,SUB-1752420110832-1ushejaj,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/6",completed,medium,2025-07-13T15:26:44.177Z,2025-07-13T15:26:44.177Z,2025-07-13T15:26:44.177Z
UW-2025-001,SUB-1752420492970-cjzb1jny,system_event,System,system,Workflow Started,Submission Processing - UW-2025-001 workflow initiated,"Workflow Type: submission
Case ID: UW-2025-001
Total Steps: 6",completed,medium,2025-07-13T15:28:12.970Z,2025-07-13T15:28:12.971Z,2025-07-13T15:28:12.971Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for extractor,"Agent Type: extractor
Status: started
Progress: 0%",completed,medium,2025-07-13T15:28:14.996Z,2025-07-13T15:28:14.997Z,2025-07-13T15:28:14.997Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",completed,medium,2025-07-13T15:28:19.008Z,2025-07-13T15:28:19.016Z,2025-07-13T15:28:19.016Z
UW-2025-001,SUB-1752420492970-cjzb1jny,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 0/6",completed,medium,2025-07-13T15:28:19.017Z,2025-07-13T15:28:19.018Z,2025-07-13T15:28:19.018Z
UW-2025-001,SUB-1752420492970-cjzb1jny,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/6",completed,medium,2025-07-13T15:28:31.285Z,2025-07-13T15:28:31.285Z,2025-07-13T15:28:31.285Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions,"Agent Type: sanctions
Status: started
Progress: 0%",completed,medium,2025-07-13T15:28:32.288Z,2025-07-13T15:28:32.289Z,2025-07-13T15:28:32.289Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Completed,Agent successfully completed processing,"Agent: Sanctions Check Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Sanctions Check Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Sanctions Check Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",completed,medium,2025-07-13T15:28:36.330Z,2025-07-13T15:28:36.349Z,2025-07-13T15:28:36.349Z
UW-2025-001,SUB-1752420492970-cjzb1jny,approval_request,System,system,Email Draft Approval Required,Human review required for sanctions review,"Request: Sanctions Check Review
Type: sanctions_review
Status: pending",completed,high,2025-07-13T15:28:36.351Z,2025-07-13T15:28:36.351Z,2025-07-13T15:28:36.351Z
UW-2025-001,SUB-1752420492970-cjzb1jny,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/6",completed,medium,2025-07-13T15:28:36.363Z,2025-07-13T15:28:36.364Z,2025-07-13T15:28:36.364Z
UW-2025-001,SUB-1752420492970-cjzb1jny,approval_response,Underwriter,underwriter,Email Draft Approved,Human approved sanctions review request,"Request: Sanctions Check Review
Response: Approved
Decision: approved",completed,high,2025-07-13T15:28:43.387Z,2025-07-13T15:28:43.387Z,2025-07-13T15:28:43.387Z
UW-2025-001,SUB-1752420492970-cjzb1jny,system_event,System,system,Workflow Status Changed,Status changed from pending_approval to running,"Previous Status: pending_approval
New Status: running
Step: 1/6",completed,medium,2025-07-13T15:28:43.388Z,2025-07-13T15:28:43.389Z,2025-07-13T15:28:43.389Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Risk Profile Agent,agent,Risk Profile Agent Started,Agent processing started for risk_analyst,"Agent Type: risk_analyst
Status: started
Progress: 0%",completed,medium,2025-07-13T15:28:43.405Z,2025-07-13T15:28:43.407Z,2025-07-13T15:28:43.407Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Risk Profile Agent,agent,Risk Profile Agent Completed,Agent successfully completed processing,"Agent: Risk Profile Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Risk Profile Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Risk Profile Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",completed,medium,2025-07-13T15:28:47.465Z,2025-07-13T15:28:47.607Z,2025-07-13T15:28:47.607Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Premium Calculation Agent,agent,Premium Calculation Agent Started,Agent processing started for calculator,"Agent Type: calculator
Status: started
Progress: 0%",completed,medium,2025-07-13T15:28:47.607Z,2025-07-13T15:28:47.609Z,2025-07-13T15:28:47.609Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Premium Calculation Agent,agent,Premium Calculation Agent Completed,Agent successfully completed processing,"Agent: Premium Calculation Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Premium Calculation Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Premium Calculation Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",completed,medium,2025-07-13T15:28:51.661Z,2025-07-13T15:28:51.678Z,2025-07-13T15:28:51.678Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Email Draft Agent,agent,Email Draft Agent Started,Agent processing started for drafter,"Agent Type: drafter
Status: started
Progress: 0%",completed,medium,2025-07-13T15:28:51.679Z,2025-07-13T15:28:51.681Z,2025-07-13T15:28:51.681Z
UW-2025-001,SUB-1752420492970-cjzb1jny,agent_execution,Email Draft Agent,agent,Email Draft Agent Completed,Agent successfully completed processing,"Agent: Email Draft Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Email Draft Agent"",""status"":""completed"",""confidence"":0.85,""ai_response"":""Email Draft Agent completed processing with fallback logic (OpenRouter temporarily unavailable)"",""fallback_used"":true}",completed,medium,2025-07-13T15:28:55.742Z,2025-07-13T15:28:55.743Z,2025-07-13T15:28:55.743Z
UW-2025-001,SUB-1752420492970-cjzb1jny,approval_request,System,system,Email Draft Approval Required,Human review required for email draft_review,"Request: Email Draft Review
Type: email_draft_review
Status: pending",completed,high,2025-07-13T15:28:55.746Z,2025-07-13T15:28:55.747Z,2025-07-13T15:28:55.747Z
UW-2025-001,SUB-1752420492970-cjzb1jny,system_event,System,system,Workflow Status Changed,Status changed from running to pending_approval,"Previous Status: running
New Status: pending_approval
Step: 1/6",completed,medium,2025-07-13T15:28:55.757Z,2025-07-13T15:28:55.759Z,2025-07-13T15:28:55.759Z
SLP-2025-001,UND-1752421025685-nom6uszo,system_event,System,system,Workflow Started,Test Timeline Events workflow initiated,"Workflow Type: underwriting
Case ID: SLP-2025-001
Total Steps: 6",completed,medium,2025-07-13T15:37:05.685Z,2025-07-13T15:37:05.686Z,2025-07-13T15:37:05.686Z
SLP-2025-001,UND-1752421025685-nom6uszo,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Started,Agent processing started for extractor,"Agent Type: extractor
Status: started
Progress: 0%",completed,medium,2025-07-13T15:37:07.712Z,2025-07-13T15:37:07.714Z,2025-07-13T15:37:07.714Z
SLP-2025-001,UND-1752421025685-nom6uszo,agent_execution,Data Extraction Agent,agent,Data Extraction Agent Completed,Agent successfully completed processing,"Agent: Data Extraction Agent
Status: completed
Progress: 100%
Confidence: 0.85
Output: {""agent_name"":""Data Extraction Agent"",""status"":""completed"",""confidence"":0.95}",completed,medium,2025-07-13T15:37:11.728Z,2025-07-13T15:37:11.730Z,2025-07-13T15:37:11.730Z
SLP-2025-001,UND-1752421025685-nom6uszo,system_event,System,system,Workflow Status Changed,Status changed from running to pending_data_extraction,"Previous Status: running
New Status: pending_data_extraction
Step: 0/6",completed,medium,2025-07-13T15:37:11.731Z,2025-07-13T15:37:11.732Z,2025-07-13T15:37:11.732Z
SLP-2025-001,UND-1752421025685-nom6uszo,system_event,System,system,Workflow Status Changed,Status changed from pending_data_extraction to running,"Previous Status: pending_data_extraction
New Status: running
Step: 1/6",completed,medium,2025-07-13T15:43:44.149Z,2025-07-13T15:43:44.150Z,2025-07-13T15:43:44.150Z
SLP-2025-001,UND-1752421025685-nom6uszo,agent_execution,Sanctions Check Agent,agent,Sanctions Check Agent Started,Agent processing started for sanctions,"Agent Type: sanctions
Status: started
Progress: 0%",completed,medium,2025-07-13T15:43:45.153Z,2025-07-13T15:43:45.154Z,2025-07-13T15:43:45.154Z
